"""name""","""experience""","""domains""","""feedback""","""languages""","""jurisdiction""","""charge""","""disposal_days""","""firm""","""location""","""pro bono""","""demographics""","""gender"""
"""Vardaniya Bora""","""25""","""Banking Finance Law Criminal Law Tax Law""","""4.0""","""assamese, malayalam, telugu""","""Specialized Court""","""120.94746205860858""","""76.64346370586007""","""Char-Mallick""","""Bangalore""","""yes""","""Individuals""","""female"""
"""Shayak Ben""","""7""","""Constitutional Law Criminal Law Media Entertainment Law""","""1.0""","""assamese, bengali, odia""","""Specialized Court""","""128.30470160725588""","""81.53565220921472""","""D’Alia-Batta""","""Chennai""","""yes""","""Individuals""","""male"""
"""Bhavin Dua""","""20""","""Banking Finance Law Intellectual Property Law Consumer Protection Law""","""4.0""","""punjabi, telugu, urdu""","""High Court""","""392.34168877412753""","""81.1094576556434""","""Gala""","""Kolkata""","""yes""","""Large Corporations""","""male"""
"""Parinaaz Badal""","""6""","""Civil Law Family Law Constitutional Law""","""""","""marathi, telugu""","""Supreme Court""","""57.1271319251934""","""""","""Lad-Seshadri""","""Mumbai""","""no""","""Individuals""","""female"""
"""Rasha Desai""","""21""","""Civil Law Constitutional Law Constitutional Law""","""5.0""","""gujarati, tamil""","""District Court""","""301.0145565809455""","""93.85496168378744""","""Sachdeva-Vaidya""","""Delhi""","""no""","""Individuals""","""female"""
"""Indrans Shukla""","""24""","""Consumer Protection Law Human Rights Law Human Rights Law""","""2.0""","""malayalam, tamil, urdu""","""High Court""","""220.7576212670592""","""70.14525643736732""","""Sengupta""","""Mumbai""","""yes""","""Large Corporations""","""male"""
"""Ishita Balasubramanian""","""1""","""Media Entertainment Law Labor Law Human Rights Law""","""1.0""","""odia, telugu""","""District Court""","""277.94749995884627""","""83.4614779636435""","""Sastry""","""Mumbai""","""yes""","""Individuals""","""female"""
"""Manikya Dugal""","""17""","""Environmental Law Human Rights Law Criminal Law""","""5.0""","""assamese, malayalam""","""Specialized Court""","""303.2736067465713""","""103.16321330177132""","""Balakrishnan""","""Hyderabad""","""no""","""Large Corporations""","""female"""
"""Eva Hayer""","""29""","""Media Entertainment Law Real Estate Law Civil Law""","""3.0""","""assamese, gujarati, marathi""","""Specialized Court""","""191.0154625057752""","""95.27493532461088""","""Chand Group""","""Mumbai""","""yes""","""Large Corporations""","""female"""
"""Rohan Dave""","""11""","""Intellectual Property Law Immigration Law Environmental Law""","""1.0""","""assamese, marathi, telugu""","""High Court""","""182.7989870829284""","""98.52966924019157""","""Guha""","""Chennai""","""yes""","""Large Corporations""","""male"""
"""Kabir Kakar""","""22""","""Intellectual Property Law Media Entertainment Law Family Law""","""1.0""","""gujarati, malayalam, urdu""","""Supreme Court""","""380.0308322007076""","""95.74382565085897""","""Subramaniam-Bhatia""","""Hyderabad""","""yes""","""Large Corporations""","""male"""
"""Eshani Kapoor""","""26""","""Environmental Law Environmental Law Criminal Law""","""5.0""","""assamese, hindi""","""Specialized Court""","""442.0746446545208""","""114.39646101913289""","""Sidhu""","""Chennai""","""no""","""Individuals""","""female"""
"""Suhana Sachdev""","""28""","""Labor Law Constitutional Law Corporate Law""","""3.0""","""bengali, malayalam, urdu""","""District Court""","""136.66173460633755""","""93.54064595736556""","""Walla and Sons""","""Hyderabad""","""yes""","""Individuals""","""male"""
"""Yuvraj  Sawhney""","""18""","""Intellectual Property Law Corporate Law Media Entertainment Law""","""""","""kannada, marathi""","""District Court""","""93.92844224081702""","""""","""Singh Ltd""","""Chennai""","""yes""","""Small Businesses""","""male"""
"""Shamik Chandra""","""21""","""Consumer Protection Law Immigration Law Real Estate Law""","""5.0""","""hindi, marathi, telugu""","""High Court""","""454.0081128764117""","""76.2636743829966""","""Bir""","""Hyderabad""","""yes""","""Small Businesses""","""male"""
"""Ahana  Rau""","""17""","""Human Rights Law Corporate Law Human Rights Law""","""3.0""","""bengali, hindi, punjabi""","""District Court""","""207.4529586413294""","""93.74414187314568""","""Khosla""","""Hyderabad""","""no""","""Large Corporations""","""female"""
"""Drishya Gandhi""","""7""","""Human Rights Law Consumer Protection Law Intellectual Property Law""","""1.0""","""assamese, gujarati, tamil""","""Supreme Court""","""298.0928257982664""","""53.38943977837374""","""Amble""","""Bangalore""","""yes""","""Small Businesses""","""female"""
"""Aaina Sampath""","""17""","""Family Law Tax Law Tax Law""","""3.0""","""marathi, tamil, urdu""","""Specialized Court""","""211.7944150340016""","""87.23566497250933""","""Ben""","""Chennai""","""yes""","""Individuals""","""female"""
"""Riaan Chawla""","""20""","""Family Law Corporate Law Media Entertainment Law""","""1.0""","""marathi, odia, punjabi""","""District Court""","""106.61105135572308""","""86.91240210117984""","""Tella-Ganesh""","""Bangalore""","""yes""","""Individuals""","""female"""
"""Manjari Sant""","""9""","""Human Rights Law Corporate Law Banking Finance Law""","""5.0""","""gujarati, kannada, odia""","""District Court""","""315.1992402264776""","""69.53293719574079""","""Rege""","""Hyderabad""","""no""","""Small Businesses""","""male"""
"""Madhav Upadhyay""","""17""","""Immigration Law Human Rights Law Immigration Law""","""5.0""","""assamese, bengali, marathi""","""Specialized Court""","""286.3133832963333""","""76.07601242016005""","""Devi""","""Delhi""","""no""","""Small Businesses""","""male"""
"""Badal Biswas""","""20""","""Medical Law Consumer Protection Law Media Entertainment Law""","""4.0""","""kannada, marathi""","""High Court""","""141.34710163603876""","""102.14486295222362""","""Sur""","""Hyderabad""","""yes""","""Individuals""","""male"""
"""Keya Sangha""","""22""","""Real Estate Law Civil Law Medical Law""","""4.0""","""bengali, odia, urdu""","""District Court""","""253.34107009352505""","""93.46067623612444""","""Khare-Kapadia""","""Delhi""","""yes""","""Small Businesses""","""female"""
"""Taran Johal""","""22""","""Environmental Law Medical Law Medical Law""","""""","""bengali, hindi, marathi""","""High Court""","""408.62637680704063""","""""","""Kant""","""Delhi""","""no""","""Individuals""","""male"""
"""Jivika Kulkarni""","""28""","""Family Law Civil Law Banking Finance Law""","""5.0""","""bengali, gujarati""","""High Court""","""315.6917463985511""","""94.59521300898034""","""Brar PLC""","""Delhi""","""yes""","""Individuals""","""female"""
"""Ira Bora""","""29""","""Medical Law Civil Law Real Estate Law""","""2.0""","""hindi, tamil""","""District Court""","""93.61279718014768""","""91.38941381923384""","""Anne""","""Delhi""","""no""","""Small Businesses""","""female"""
"""Yasmin Guha""","""8""","""Medical Law Tax Law Constitutional Law""","""5.0""","""marathi, tamil, telugu""","""Supreme Court""","""296.6096737531108""","""108.64293844287472""","""Goswami-Sangha""","""Chennai""","""no""","""Small Businesses""","""male"""
"""Ritvik Karan""","""17""","""Corporate Law Constitutional Law Environmental Law""","""3.0""","""bengali, kannada, urdu""","""High Court""","""366.2322346803141""","""91.85143772555472""","""Baria""","""Kolkata""","""no""","""Large Corporations""","""female"""
"""Yakshit Subramaniam""","""7""","""Civil Law Immigration Law Media Entertainment Law""","""5.0""","""kannada, odia""","""District Court""","""406.7165326013381""","""68.12680329271875""","""Sehgal-Zachariah""","""Chennai""","""yes""","""Large Corporations""","""female"""
"""Lavanya Keer""","""1""","""Constitutional Law Immigration Law Consumer Protection Law""","""5.0""","""odia, tamil, telugu""","""High Court""","""333.10291038542005""","""114.45194947311616""","""Walla-Ghose""","""Kolkata""","""no""","""Large Corporations""","""female"""
"""Saira Vasa""","""13""","""Consumer Protection Law Banking Finance Law Media Entertainment Law""","""1.0""","""hindi, malayalam, telugu""","""Specialized Court""","""118.69617404335268""","""95.55510400993268""","""Sha-Apte""","""Chennai""","""no""","""Large Corporations""","""female"""
"""Kartik Mannan""","""23""","""Human Rights Law Real Estate Law Banking Finance Law""","""1.0""","""hindi, malayalam, urdu""","""Supreme Court""","""369.5779699655723""","""81.16119403807399""","""Baral""","""Delhi""","""yes""","""Large Corporations""","""male"""
"""Arhaan Deep""","""19""","""Intellectual Property Law Civil Law Real Estate Law""","""1.0""","""assamese, gujarati""","""Supreme Court""","""354.8038307366824""","""71.19897422557472""","""Bose-Divan""","""Mumbai""","""yes""","""Individuals""","""male"""
"""Veer Chaudry""","""27""","""Environmental Law Tax Law Human Rights Law""","""""","""bengali, tamil, urdu""","""Specialized Court""","""60.99209732328495""","""""","""Mahajan LLC""","""Hyderabad""","""yes""","""Small Businesses""","""male"""
"""Lakshit Kothari""","""24""","""Immigration Law Real Estate Law Tax Law""","""2.0""","""assamese, hindi""","""Specialized Court""","""235.28645041560944""","""88.24241992538437""","""Chander and Sons""","""Kolkata""","""no""","""Individuals""","""female"""
"""Heer Borde""","""19""","""Human Rights Law Medical Law Consumer Protection Law""","""3.0""","""assamese, telugu, urdu""","""High Court""","""199.827611133068""","""113.61220179048613""","""Arya""","""Mumbai""","""no""","""Large Corporations""","""female"""
"""Dhruv Goda""","""29""","""Criminal Law Family Law Media Entertainment Law""","""3.0""","""assamese, kannada, urdu""","""Specialized Court""","""351.2354289141396""","""84.81139078999759""","""Wason-Badami""","""Delhi""","""yes""","""Large Corporations""","""male"""
"""Kashvi Aurora""","""17""","""Constitutional Law Real Estate Law Human Rights Law""","""2.0""","""gujarati, kannada, marathi""","""Supreme Court""","""147.26111553991433""","""77.43928815476299""","""Andra""","""Kolkata""","""no""","""Small Businesses""","""female"""
"""Nitya Khosla""","""13""","""Corporate Law Human Rights Law Family Law""","""2.0""","""gujarati, hindi, telugu""","""Specialized Court""","""315.8923653384163""","""103.43694327353892""","""Chakrabarti-Madan""","""Mumbai""","""yes""","""Individuals""","""female"""
"""Alisha Acharya""","""29""","""Medical Law Human Rights Law Medical Law""","""3.0""","""assamese, gujarati, odia""","""District Court""","""460.9426828163776""","""103.87922839075247""","""Raja""","""Chennai""","""yes""","""Large Corporations""","""female"""
"""Advik Brar""","""16""","""Intellectual Property Law Constitutional Law Corporate Law""","""4.0""","""assamese, kannada, marathi""","""District Court""","""409.0110674938735""","""92.52977051415291""","""Edwin Group""","""Delhi""","""yes""","""Large Corporations""","""male"""
"""Ira Gara""","""8""","""Corporate Law Labor Law Intellectual Property Law""","""1.0""","""odia, urdu""","""High Court""","""464.6559812974386""","""100.14535571512364""","""Raval-Bava""","""Chennai""","""yes""","""Large Corporations""","""female"""
"""Miraan Raman""","""19""","""Civil Law Media Entertainment Law Constitutional Law""","""1.0""","""assamese, tamil, urdu""","""Supreme Court""","""490.3276851197105""","""89.43469318886643""","""Bail""","""Chennai""","""yes""","""Large Corporations""","""female"""
"""Umang Jhaveri""","""18""","""Human Rights Law Corporate Law Constitutional Law""","""""","""hindi, malayalam, tamil""","""District Court""","""54.80155715277324""","""""","""Grover and Sons""","""Delhi""","""no""","""Individuals""","""male"""
"""Umang Batra""","""1""","""Banking Finance Law Media Entertainment Law Medical Law""","""2.0""","""tamil, telugu, urdu""","""Specialized Court""","""330.2335743698649""","""107.47486323845884""","""Atwal-Tak""","""Kolkata""","""no""","""Individuals""","""male"""
"""Aarav Lal""","""14""","""Civil Law Civil Law Environmental Law""","""4.0""","""gujarati, marathi, punjabi""","""District Court""","""235.7777289915079""","""99.37977501032256""","""Mand-Dewan""","""Hyderabad""","""yes""","""Large Corporations""","""female"""
"""Riya Basu""","""19""","""Consumer Protection Law Banking Finance Law Medical Law""","""3.0""","""malayalam, telugu""","""District Court""","""436.9345206508048""","""87.46088342501064""","""Dayal Ltd""","""Bangalore""","""no""","""Individuals""","""female"""
"""Akarsh Kala""","""15""","""Medical Law Consumer Protection Law Labor Law""","""1.0""","""gujarati, punjabi, tamil""","""High Court""","""163.31661590410926""","""110.28543818889226""","""Khanna""","""Bangalore""","""no""","""Large Corporations""","""male"""
"""Veer Gaba""","""18""","""Labor Law Banking Finance Law Civil Law""","""5.0""","""hindi, marathi, telugu""","""Specialized Court""","""491.46327010178425""","""54.527169408127314""","""Keer""","""Hyderabad""","""yes""","""Small Businesses""","""male"""
"""Samarth Hari""","""2""","""Media Entertainment Law Labor Law Human Rights Law""","""2.0""","""malayalam, marathi, urdu""","""Specialized Court""","""326.1685862946863""","""120.78109967132905""","""Mane-Kashyap""","""Delhi""","""no""","""Small Businesses""","""male"""
"""Darshit Tak""","""22""","""Immigration Law Environmental Law Family Law""","""5.0""","""assamese, hindi, punjabi""","""Specialized Court""","""407.091831002974""","""64.41061357663898""","""Varghese-Hora""","""Bangalore""","""no""","""Small Businesses""","""male"""
"""Ishita Kala""","""28""","""Medical Law Real Estate Law Constitutional Law""","""3.0""","""hindi, kannada, tamil""","""High Court""","""88.51979877024574""","""80.59360762841555""","""Ramaswamy LLC""","""Hyderabad""","""yes""","""Individuals""","""female"""
"""Priyansh Dara""","""17""","""Constitutional Law Tax Law Civil Law""","""1.0""","""hindi, kannada, marathi""","""Specialized Court""","""132.55604814148927""","""89.38623697207396""","""Tandon LLC""","""Mumbai""","""no""","""Large Corporations""","""male"""
"""Badal Basak""","""18""","""Tax Law Medical Law Constitutional Law""","""""","""hindi, odia, punjabi""","""Specialized Court""","""391.2816528653914""","""""","""Butala""","""Hyderabad""","""no""","""Small Businesses""","""male"""
"""Devansh Kumer""","""6""","""Tax Law Corporate Law Consumer Protection Law""","""5.0""","""bengali, gujarati, urdu""","""District Court""","""59.89393491769562""","""105.09616560039832""","""Srinivas and Sons""","""Kolkata""","""no""","""Small Businesses""","""male"""
"""Krish Kulkarni""","""19""","""Media Entertainment Law Immigration Law Corporate Law""","""4.0""","""bengali, hindi""","""District Court""","""417.5950936522023""","""74.13245072084649""","""Jaggi-Koshy""","""Hyderabad""","""no""","""Individuals""","""male"""
"""Pranay Talwar""","""4""","""Constitutional Law Criminal Law Civil Law""","""1.0""","""hindi, kannada, telugu""","""Specialized Court""","""56.27705841136015""","""93.91150226224596""","""Shroff""","""Chennai""","""no""","""Individuals""","""male"""
"""Abram Dave""","""1""","""Criminal Law Corporate Law Tax Law""","""5.0""","""hindi, kannada, punjabi""","""Supreme Court""","""345.703477577573""","""81.32681852670369""","""Bail PLC""","""Chennai""","""yes""","""Small Businesses""","""male"""
"""Jiya Doctor""","""8""","""Consumer Protection Law Medical Law Human Rights Law""","""4.0""","""assamese, tamil, urdu""","""Supreme Court""","""214.29226410431264""","""94.42711469006125""","""Doshi-Gopal""","""Delhi""","""yes""","""Large Corporations""","""female"""
"""Manjari Dar""","""29""","""Immigration Law Constitutional Law Labor Law""","""4.0""","""bengali, telugu, urdu""","""Specialized Court""","""325.1726837236396""","""89.02841610303186""","""Dutt-Deshmukh""","""Chennai""","""yes""","""Large Corporations""","""male"""
"""Ayesha Malhotra""","""23""","""Corporate Law Environmental Law Media Entertainment Law""","""5.0""","""bengali, punjabi""","""Supreme Court""","""363.2141331451012""","""91.39403479024467""","""Krishnan""","""Mumbai""","""yes""","""Large Corporations""","""female"""
"""Prisha Date""","""7""","""Criminal Law Constitutional Law Corporate Law""","""1.0""","""assamese, punjabi, telugu""","""High Court""","""204.11384863383688""","""81.75112751303482""","""Sodhi LLC""","""Hyderabad""","""yes""","""Small Businesses""","""female"""
"""Yakshit Bala""","""3""","""Real Estate Law Medical Law Banking Finance Law""","""4.0""","""odia, tamil""","""District Court""","""98.583101649876""","""82.34904074855876""","""Dube-Bakshi""","""Mumbai""","""no""","""Individuals""","""female"""
"""Lakshit Sule""","""10""","""Constitutional Law Human Rights Law Tax Law""","""""","""malayalam, tamil, urdu""","""High Court""","""81.34064048671954""","""""","""Bawa Ltd""","""Delhi""","""no""","""Large Corporations""","""female"""
"""Devansh Aggarwal""","""10""","""Corporate Law Real Estate Law Intellectual Property Law""","""5.0""","""kannada, marathi, odia""","""District Court""","""315.0212101531465""","""104.15573258634066""","""Konda""","""Chennai""","""yes""","""Small Businesses""","""male"""
"""Yakshit Ramesh""","""19""","""Media Entertainment Law Family Law Family Law""","""2.0""","""gujarati, malayalam, telugu""","""Supreme Court""","""284.2949091803502""","""81.02580998703229""","""Balasubramanian and Sons""","""Bangalore""","""yes""","""Small Businesses""","""female"""
"""Hrishita Shankar""","""14""","""Media Entertainment Law Human Rights Law Family Law""","""2.0""","""malayalam, urdu""","""Supreme Court""","""383.9904541045096""","""76.96848683140635""","""Mander-Tank""","""Hyderabad""","""yes""","""Individuals""","""female"""
"""Sara Kant""","""2""","""Tax Law Constitutional Law Immigration Law""","""1.0""","""bengali, kannada, tamil""","""Specialized Court""","""279.3809795017717""","""99.20190248507755""","""Cheema-Khosla""","""Bangalore""","""no""","""Large Corporations""","""male"""
"""Kartik Deshmukh""","""28""","""Family Law Constitutional Law Immigration Law""","""3.0""","""hindi, tamil, urdu""","""Supreme Court""","""240.1006055138956""","""89.51244160413466""","""Bal-Bath""","""Kolkata""","""no""","""Small Businesses""","""male"""
"""Purab Sharma""","""1""","""Environmental Law Tax Law Human Rights Law""","""4.0""","""assamese, gujarati, malayalam""","""Supreme Court""","""229.1392302063039""","""102.45747200978929""","""Bhandari-Tara""","""Delhi""","""no""","""Large Corporations""","""male"""
"""Aayush Apte""","""23""","""Labor Law Real Estate Law Civil Law""","""2.0""","""assamese, kannada, marathi""","""Specialized Court""","""61.90110616895036""","""76.41304179943279""","""Chahal PLC""","""Kolkata""","""no""","""Large Corporations""","""female"""
"""Badal Bajaj""","""23""","""Tax Law Corporate Law Consumer Protection Law""","""1.0""","""assamese, hindi, odia""","""Specialized Court""","""201.0007407634957""","""63.30841611864854""","""Mahajan Group""","""Bangalore""","""no""","""Large Corporations""","""male"""
"""Vaibhav Bhatnagar""","""28""","""Immigration Law Family Law Family Law""","""3.0""","""assamese, hindi, malayalam""","""District Court""","""489.2090708860224""","""82.00493877260499""","""Yogi""","""Bangalore""","""no""","""Small Businesses""","""female"""
"""Suhana Dewan""","""18""","""Media Entertainment Law Labor Law Environmental Law""","""""","""kannada, marathi, odia""","""Supreme Court""","""443.10000930219""","""""","""Sarin PLC""","""Bangalore""","""yes""","""Large Corporations""","""male"""
"""Kabir Dyal""","""7""","""Banking Finance Law Criminal Law Banking Finance Law""","""1.0""","""gujarati, kannada, malayalam""","""District Court""","""198.220130165398""","""88.8181739987955""","""Kapoor""","""Kolkata""","""no""","""Individuals""","""male"""
"""Ojas Lanka""","""29""","""Civil Law Civil Law Human Rights Law""","""1.0""","""hindi, tamil, telugu""","""District Court""","""314.5079322798675""","""80.44732178594415""","""Savant-Vora""","""Delhi""","""yes""","""Small Businesses""","""male"""
"""Faiyaz Vyas""","""8""","""Environmental Law Immigration Law Civil Law""","""4.0""","""bengali, kannada, tamil""","""High Court""","""431.2835354909722""","""101.11525427004672""","""Tailor""","""Hyderabad""","""yes""","""Small Businesses""","""female"""
"""Jhanvi Doshi""","""1""","""Environmental Law Constitutional Law Immigration Law""","""1.0""","""assamese, gujarati, telugu""","""Supreme Court""","""248.5734515375309""","""85.67774606366225""","""Mangat LLC""","""Hyderabad""","""no""","""Large Corporations""","""male"""
"""Faiyaz Dave""","""25""","""Family Law Real Estate Law Banking Finance Law""","""4.0""","""kannada, marathi""","""Supreme Court""","""58.08103868756793""","""92.25711748160852""","""Walla Group""","""Mumbai""","""no""","""Large Corporations""","""female"""
"""Jivin Aggarwal""","""23""","""Labor Law Civil Law Intellectual Property Law""","""4.0""","""hindi, marathi, urdu""","""High Court""","""83.52970781838803""","""92.36451837661416""","""Dugar Ltd""","""Mumbai""","""no""","""Large Corporations""","""female"""
"""Ehsaan Sama""","""3""","""Media Entertainment Law Human Rights Law Constitutional Law""","""5.0""","""gujarati, odia, urdu""","""District Court""","""279.676724606918""","""92.9243263861828""","""Agrawal Group""","""Bangalore""","""no""","""Small Businesses""","""female"""
"""Pranay Dutt""","""24""","""Human Rights Law Immigration Law Tax Law""","""3.0""","""assamese, hindi, odia""","""Supreme Court""","""486.2477190541453""","""89.6380633431754""","""Subramanian-Bains""","""Delhi""","""no""","""Individuals""","""male"""
"""Himmat Mandal""","""23""","""Labor Law Medical Law Human Rights Law""","""3.0""","""gujarati, hindi, telugu""","""District Court""","""361.9442939984905""","""97.65901035615472""","""Saxena PLC""","""Delhi""","""no""","""Individuals""","""male"""
"""Madhup Hayre""","""27""","""Real Estate Law Banking Finance Law Banking Finance Law""","""""","""assamese, kannada, malayalam""","""High Court""","""81.9122861473563""","""""","""Desai PLC""","""Chennai""","""no""","""Small Businesses""","""male"""
"""Nakul Gera""","""29""","""Real Estate Law Immigration Law Consumer Protection Law""","""5.0""","""assamese, marathi, punjabi""","""Specialized Court""","""135.21239410633825""","""110.99126889980823""","""Bhandari PLC""","""Chennai""","""no""","""Individuals""","""male"""
"""Oorja Sridhar""","""8""","""Intellectual Property Law Banking Finance Law Real Estate Law""","""4.0""","""malayalam, marathi, punjabi""","""District Court""","""397.0954144475825""","""86.45193924947198""","""Sengupta-De""","""Kolkata""","""yes""","""Large Corporations""","""male"""
"""Madhup Rama""","""22""","""Tax Law Labor Law Human Rights Law""","""4.0""","""hindi, urdu""","""Supreme Court""","""428.6478919803101""","""70.32676293151977""","""Khurana""","""Chennai""","""yes""","""Small Businesses""","""male"""
"""Kabir Sabharwal""","""25""","""Tax Law Labor Law Civil Law""","""1.0""","""hindi, odia, punjabi""","""Specialized Court""","""327.9625637848659""","""92.8211003548766""","""Bhasin and Sons""","""Hyderabad""","""no""","""Individuals""","""male"""
"""Ela Goswami""","""15""","""Tax Law Human Rights Law Intellectual Property Law""","""5.0""","""gujarati, urdu""","""District Court""","""339.9904263334175""","""77.23229276328773""","""Yogi""","""Hyderabad""","""yes""","""Small Businesses""","""female"""
"""Lakshit Chhabra""","""5""","""Intellectual Property Law Labor Law Media Entertainment Law""","""1.0""","""gujarati, tamil, telugu""","""District Court""","""62.751852672523086""","""99.98001801763311""","""Choudhry and Sons""","""Kolkata""","""no""","""Individuals""","""female"""
"""Jayant Rastogi""","""3""","""Consumer Protection Law Consumer Protection Law Tax Law""","""5.0""","""hindi, kannada, malayalam""","""Specialized Court""","""422.8386168116788""","""123.14408364063569""","""Bose-Bhatt""","""Mumbai""","""yes""","""Small Businesses""","""male"""
"""Ela Mallick""","""19""","""Criminal Law Intellectual Property Law Family Law""","""1.0""","""malayalam, punjabi, urdu""","""Specialized Court""","""404.7238436768733""","""78.20141862663225""","""Bhattacharyya-Keer""","""Bangalore""","""yes""","""Individuals""","""female"""
"""Shamik Keer""","""1""","""Banking Finance Law Intellectual Property Law Medical Law""","""2.0""","""kannada, punjabi, telugu""","""Specialized Court""","""166.5658148465062""","""94.98558499835976""","""Bumb""","""Delhi""","""no""","""Small Businesses""","""male"""
"""Dhanuk Sarin""","""28""","""Banking Finance Law Immigration Law Constitutional Law""","""""","""kannada, punjabi""","""Supreme Court""","""368.90452398447815""","""""","""Dutt""","""Mumbai""","""no""","""Small Businesses""","""male"""
"""Hunar Saraf""","""15""","""Labor Law Labor Law Tax Law""","""3.0""","""assamese, kannada, tamil""","""Supreme Court""","""146.68457289124916""","""96.8085784416202""","""Subramaniam-Sani""","""Hyderabad""","""no""","""Small Businesses""","""male"""
"""Shalv Dutt""","""8""","""Family Law Tax Law Media Entertainment Law""","""4.0""","""assamese, punjabi""","""District Court""","""68.14857247318085""","""76.71429300300466""","""Konda""","""Mumbai""","""yes""","""Small Businesses""","""male"""
"""Akarsh Gandhi""","""2""","""Immigration Law Constitutional Law Labor Law""","""2.0""","""kannada, punjabi, urdu""","""District Court""","""140.5114441656698""","""80.62748072348276""","""Brar-Varkey""","""Kolkata""","""yes""","""Small Businesses""","""male"""
"""Hridaan Basu""","""3""","""Labor Law Civil Law Immigration Law""","""3.0""","""bengali, telugu, urdu""","""High Court""","""130.38299453943478""","""73.48070265240258""","""Vaidya-Sarin""","""Bangalore""","""no""","""Large Corporations""","""male"""
"""Veer Chada""","""24""","""Real Estate Law Civil Law Tax Law""","""4.0""","""kannada, odia""","""Supreme Court""","""201.98659853068125""","""100.98226839082103""","""Bhasin-Ganguly""","""Hyderabad""","""yes""","""Small Businesses""","""male"""
"""Sumer Sura""","""14""","""Environmental Law Intellectual Property Law Real Estate Law""","""2.0""","""assamese, punjabi, telugu""","""District Court""","""238.30227372895612""","""105.10956536209892""","""Kaur""","""Kolkata""","""no""","""Small Businesses""","""male"""
"""Kismat Gopal""","""24""","""Media Entertainment Law Immigration Law Intellectual Property Law""","""3.0""","""hindi, urdu""","""Specialized Court""","""278.84250117396857""","""90.3507782198776""","""Roy-Dash""","""Mumbai""","""yes""","""Small Businesses""","""male"""
"""Ayesha Shenoy""","""14""","""Corporate Law Human Rights Law Media Entertainment Law""","""1.0""","""malayalam, marathi, tamil""","""Specialized Court""","""264.53924397874766""","""77.0335994199642""","""Hari-Cherian""","""Delhi""","""no""","""Individuals""","""female"""
"""Prerak Bedi""","""11""","""Medical Law Real Estate Law Constitutional Law""","""5.0""","""bengali, kannada, marathi""","""Supreme Court""","""171.8035726843802""","""113.84284554155794""","""Sankar-Setty""","""Chennai""","""yes""","""Small Businesses""","""male"""
"""Armaan Mani""","""16""","""Civil Law Corporate Law Environmental Law""","""""","""malayalam, marathi, telugu""","""Specialized Court""","""63.12680085833351""","""""","""Wali""","""Kolkata""","""no""","""Large Corporations""","""male"""
"""Saira Madan""","""4""","""Intellectual Property Law Media Entertainment Law Medical Law""","""4.0""","""gujarati, marathi, telugu""","""High Court""","""322.2957300067178""","""57.56951550108842""","""Kamdar""","""Hyderabad""","""no""","""Small Businesses""","""female"""
"""Neysa Dada""","""20""","""Constitutional Law Corporate Law Corporate Law""","""2.0""","""assamese, punjabi, telugu""","""District Court""","""228.08517343130947""","""96.87583514935602""","""Barad""","""Mumbai""","""no""","""Individuals""","""female"""
"""Samarth De""","""5""","""Corporate Law Intellectual Property Law Tax Law""","""4.0""","""kannada, malayalam""","""District Court""","""184.40247082439737""","""73.42837989537725""","""Kant Inc""","""Chennai""","""yes""","""Individuals""","""male"""
"""Sahil Borde""","""22""","""Immigration Law Medical Law Environmental Law""","""2.0""","""punjabi, tamil, telugu""","""District Court""","""440.12346927373056""","""104.82913190248762""","""Ravel-Sahni""","""Chennai""","""no""","""Small Businesses""","""male"""
"""Urvi Rajan""","""21""","""Tax Law Real Estate Law Environmental Law""","""4.0""","""kannada, tamil, urdu""","""Supreme Court""","""386.0344885091719""","""84.28293454989871""","""Brar-Bhagat""","""Mumbai""","""yes""","""Small Businesses""","""male"""
"""Ivana Gola""","""14""","""Real Estate Law Consumer Protection Law Criminal Law""","""3.0""","""malayalam, odia""","""Specialized Court""","""435.994496767599""","""99.05569860816294""","""Sridhar-Rau""","""Bangalore""","""no""","""Small Businesses""","""female"""
"""Aradhya Gill""","""23""","""Medical Law Consumer Protection Law Media Entertainment Law""","""1.0""","""hindi, malayalam, urdu""","""High Court""","""272.74225762060746""","""111.02250519828236""","""Sarma Inc""","""Mumbai""","""no""","""Small Businesses""","""female"""
"""Hansh Sachdev""","""16""","""Human Rights Law Intellectual Property Law Real Estate Law""","""3.0""","""malayalam, tamil, urdu""","""Supreme Court""","""108.91906345704987""","""71.86711703068917""","""Madan and Sons""","""Hyderabad""","""no""","""Individuals""","""male"""
"""Adah Ramakrishnan""","""18""","""Real Estate Law Corporate Law Medical Law""","""1.0""","""assamese, hindi, marathi""","""District Court""","""363.29964625457256""","""81.51094303661392""","""Khalsa-Chauhan""","""Delhi""","""yes""","""Small Businesses""","""female"""
"""Yasmin Comar""","""7""","""Real Estate Law Medical Law Real Estate Law""","""""","""bengali, hindi""","""High Court""","""142.73320097172888""","""""","""Deol-Sibal""","""Hyderabad""","""yes""","""Individuals""","""male"""
"""Shayak Dasgupta""","""10""","""Tax Law Real Estate Law Criminal Law""","""3.0""","""assamese, malayalam, telugu""","""District Court""","""248.55335109127256""","""113.06326978551516""","""Comar""","""Chennai""","""yes""","""Individuals""","""male"""
"""Kiara Karpe""","""7""","""Constitutional Law Medical Law Labor Law""","""2.0""","""assamese, marathi, telugu""","""District Court""","""79.25035502699983""","""80.12425923089332""","""Ravel""","""Delhi""","""no""","""Large Corporations""","""female"""
